73 
4.980289e+03 5.077666e+03 5.176947e+03 5.278170e+03 5.381371e+03 5.486590e+03 5.593867e+03 5.703241e+03 5.814754e+03 5.928447e+03 6.044363e+03 6.162545e+03 6.283038e+03 6.405887e+03 6.531138e+03 6.658839e+03 6.789036e+03 6.921778e+03 7.057116e+03 7.195101e+03 7.335783e+03 7.479216e+03 7.625453e+03 7.774550e+03 7.926562e+03 8.081546e+03 8.239560e+03 8.400664e+03 8.564918e+03 8.732384e+03 8.903124e+03 9.077202e+03 9.254684e+03 9.435637e+03 9.620127e+03 9.808225e+03 1.000000e+04 1.019553e+04 1.039487e+04 1.059812e+04 1.080534e+04 1.101661e+04 1.123201e+04 1.145163e+04 1.167553e+04 1.190382e+04 1.213657e+04 1.237387e+04 1.261581e+04 1.286248e+04 1.311397e+04 1.337039e+04 1.363181e+04 1.389835e+04 1.417009e+04 1.444715e+04 1.472963e+04 1.501763e+04 1.531127e+04 1.561064e+04 1.591587e+04 1.622706e+04 1.654434e+04 1.686783e+04 1.719763e+04 1.753389e+04 1.787672e+04 1.822626e+04 1.858263e+04 1.894596e+04 1.931640e+04 1.969409e+04 2.007916e+04 
   1.99682645084520161e-05    1.14378329777349634e-06 
   1.92057357046859778e-05    1.06282488746228854e-06 
   1.84717319727800700e-05    9.87552546797499198e-07 
   1.77652564293806492e-05    9.17565466464982648e-07 
   1.70854401936315625e-05    8.52491558594636365e-07 
   1.64318593235401877e-05    7.91985318629667878e-07 
   1.58029433753315018e-05    7.35725877393460631e-07 
   1.51977938832592585e-05    6.83415200634498371e-07 
   1.46155464654240674e-05    6.34776424472502475e-07 
   1.40553695432421577e-05    5.89552316111681789e-07 
   1.35164631095419097e-05    5.47504141637781014e-07 
   1.29983315384496478e-05    5.08411155604794751e-07 
   1.24999696941019423e-05    4.72068985272345910e-07 
   1.20205938731743345e-05    4.38287594773425410e-07 
   1.15594969605226083e-05    4.06889783398267923e-07 
   1.11159987277176242e-05    3.77710342247951037e-07 
   1.06894448177463630e-05    3.50595264466131974e-07 
   1.02793308401905037e-05    3.25401005784325862e-07 
   9.88498587084496450e-06    3.01993792304721596e-07 
   9.50573693470069259e-06    2.80248972622992800e-07 
   9.14101263982391998e-06    2.60050411562262440e-07 
   8.79026334443810953e-06    2.41289922949068541e-07 
   8.45296033114006917e-06    2.23866739012981609e-07 
   8.12859881249572425e-06    2.07687014134195982e-07 
   7.81669389127159775e-06    1.92663360798056303e-07 
   7.51676081434116128e-06    1.78714271536368604e-07 
   7.22834298083618876e-06    1.65764100759438405e-07 
   6.95100118086600105e-06    1.53742569358043951e-07 
   6.68431293360249867e-06    1.42584116945825231e-07 
   6.42787883720075115e-06    1.32227717230557012e-07 
   6.18134377761148102e-06    1.22616572612492914e-07 
   5.94428412870051659e-06    1.13697828667491782e-07 
   5.71633666757165315e-06    1.05422307276364131e-07 
   5.49715200914846491e-06    9.77442572345043909e-08 
   5.28639407948450213e-06    9.06211212446453003e-08 
   5.08373973751030661e-06    8.40133182605979330e-08 
   4.88887824079409228e-06    7.78840402135047499e-08 
   4.70150929587909161e-06    7.21991521183933741e-08 
   4.52134453998720431e-06    6.69266440536790653e-08 
   4.34810659644124797e-06    6.20368780194259553e-08 
   4.18152865677701158e-06    5.75023239741117929e-08 
   4.02135407728820837e-06    5.32974115609021929e-08 
   3.86732868851158429e-06    4.93983921419566100e-08 
   3.71922308406436031e-06    4.57832104331239791e-08 
   3.57680951490468857e-06    4.24313850792821828e-08 
   3.43986872930468479e-06    3.93238975553168770e-08 
   3.30818982818836815e-06    3.64430888194510985e-08 
   3.18156985157358463e-06    3.37725631845998231e-08 
   3.05981376047537168e-06    3.12970989097506254e-08 
   2.94273443779413668e-06    2.90025650472786249e-08 
   2.83015173574430179e-06    2.68758441137392816e-08 
   2.72189236816267055e-06    2.49047601811772074e-08 
   2.61778964905090561e-06    2.30780120135216804e-08 
   2.51768070391733545e-06    2.13851108982974603e-08 
   2.42140798045742400e-06    1.98163228478273718e-08 
   2.32883007766915284e-06    1.83626148664193243e-08 
   2.23980471880658172e-06    1.70156050008485068e-08 
   2.15419504512315285e-06    1.57675149748281596e-08 
   2.07186940948123066e-06    1.46111194779102387e-08 
   1.99270028233833330e-06    1.35397506893325373e-08 
   1.91656597769984671e-06    1.25472074040832676e-08 
   1.84335076969244227e-06    1.16277344983267573e-08 
   1.77294231418212433e-06    1.07759914254788377e-08 
   1.70523254394705504e-06    9.98702288599484892e-09 
   1.64011750625192576e-06    9.25623152521091458e-09 
   1.57749334961376775e-06    8.57935252298757931e-09 
   1.51726694186393729e-06    7.95242994772633981e-09 
   1.45934739514963496e-06    7.37179475561390163e-09 
   1.40364599365838671e-06    6.83404432371244772e-09 
   1.35007739809900329e-06    6.33602341280041862e-09 
   1.29855916841670194e-06    5.87480646269453738e-09 
   1.24901166098645433e-06    5.44768112918327890e-09 
   1.20136035275386632e-06    5.05213945718338049e-09 
   1.90064155578539840e-05     5.64642432846982324e-08  
   1.82811825908402170e-05     5.21848926205034475e-08  
   1.75837180109716940e-05     4.82312157464673551e-08  
   1.69129273606127839e-05     4.45785232697665555e-08  
   1.62678056567777674e-05     4.12039871186910166e-08  
   1.56473733249340441e-05     3.80864999756755182e-08  
   1.50506784768467128e-05     3.52065464970322827e-08  
   1.44767965030156986e-05     3.25460840979961660e-08  
   1.39248569598349192e-05     3.00884325980430827e-08  
   1.33940097235552003e-05     2.78181720730054090e-08  
   1.28834584345316472e-05     2.57210668023783202e-08  
   1.23924237894756928e-05     2.37839490664470812e-08  
   1.19201531842971775e-05     2.19946114664348236e-08  
   1.14659281339468677e-05     2.03417993022520803e-08  
   1.10290414284675009e-05     1.88151089908161562e-08  
   1.06088399480785966e-05     1.74049243385556262e-08  
   1.02046878585060341e-05     1.61023575296641301e-08  
   9.81596717186672407e-06     1.48991944857906855e-08  
